Дата,Группа аллергенов,Пыльца и споры,"Концентрация, ед/1 м3",Комментарий
02.07.08,Грибы,Альтернария,80.5,концентрация низкая
02.07.08,Грибы,Кладоспориум,690,концентрация низкая
01.07.08,Лиственные деревья,Ольха,0,не обнаружено
01.07.08,Лиственные деревья,Орешник,0,не обнаружено
01.07.08,Лиственные деревья,Тополь,0,не обнаружено
01.07.08,Лиственные деревья,Береза,0.84,концентрация единичная
01.07.08,Лиственные деревья,Клен,0,не обнаружено
01.07.08,Лиственные деревья,Вяз,0,не обнаружено
01.07.08,Лиственные деревья,Ясень,0,не обнаружено
01.07.08,Лиственные деревья,Ива,0,не обнаружено
01.07.08,Лиственные деревья,Дуб,0,не обнаружено
01.07.08,Лиственные деревья,Липа,0,не обнаружено
01.07.08,Хвойные деревья,Ель,0,не обнаружено
01.07.08,Хвойные деревья,Сосна,99.96,концентрация ниже средней
01.07.08,Злаки,Злаки,9.24,концентрация низкая
01.07.08,Сорняки,Маревые,0,не обнаружено
01.07.08,Сорняки,Подорожник,0,не обнаружено
01.07.08,Сорняки,Щавель,0,не обнаружено
01.07.08,Сорняки,Крапива,4.2,концентрация единичная
01.07.08,Сорняки,Полынь,0,не обнаружено
01.07.08,Сорняки,Амброзия,0,не обнаружено
01.07.08,Грибы,Кладоспориум,1035,концентрация низкая
01.07.08,Грибы,Альтернария,172.5,концентрация выше средней
30.06.08,Лиственные деревья,Ольха,0,не обнаружено
30.06.08,Лиственные деревья,Орешник,0,не обнаружено
30.06.08,Лиственные деревья,Тополь,0,не обнаружено
30.06.08,Лиственные деревья,Береза,3.36,концентрация единичная
30.06.08,Лиственные деревья,Клен,0,не обнаружено
30.06.08,Лиственные деревья,Вяз,0,не обнаружено
30.06.08,Лиственные деревья,Ясень,0,не обнаружено
30.06.08,Лиственные деревья,Ива,0,не обнаружено
30.06.08,Лиственные деревья,Дуб,0,не обнаружено
30.06.08,Лиственные деревья,Липа,0,не обнаружено
30.06.08,Хвойные деревья,Ель,0,не обнаружено
30.06.08,Хвойные деревья,Сосна,134.4,концентрация ниже средней
30.06.08,Злаки,Злаки,1.68,Концентрация единичная
30.06.08,Сорняки,Маревые,1.68,концентрация единичная
30.06.08,Сорняки,Подорожник,0,не обнаружено
30.06.08,Сорняки,Щавель,0,не обнаружено
30.06.08,Сорняки,Крапива,1.68,концентрация единичная
30.06.08,Сорняки,Полынь,0,не обнаружено
30.06.08,Сорняки,Амброзия,0,не обнаружено
30.06.08,Грибы,Кладоспориум,552,концентрация низкая
30.06.08,Грибы,Альтернария,23,концентрация единичная
29.06.08,Лиственные деревья,Ольха,0,не обнаружено
29.06.08,Лиственные деревья,Орешник,0,не обнаружено
29.06.08,Лиственные деревья,Тополь,0,не обнаружено
29.06.08,Лиственные деревья,Береза,0.84,концентрация единичная
29.06.08,Лиственные деревья,Клен,0,не обнаружено
29.06.08,Лиственные деревья,Вяз,0,не обнаружено
29.06.08,Лиственные деревья,Ясень,0,не обнаружено
29.06.08,Лиственные деревья,Ива,0,не обнаружено
29.06.08,Лиственные деревья,Дуб,0,не обнаружено
29.06.08,Лиственные деревья,Липа,0,не обнаружено
29.06.08,Хвойные деревья,Ель,0,не обнаружено
29.06.08,Хвойные деревья,Сосна,20.16,концентрация низкая
29.06.08,Злаки,Злаки,6.72,концентрация единичная
29.06.08,Сорняки,Маревые,0,не обнаружено
29.06.08,Сорняки,Подорожник,0,не обнаружено
29.06.08,Сорняки,Щавель,0,не обнаружено
29.06.08,Сорняки,Крапива,0.84,концентрация единичная
29.06.08,Сорняки,Полынь,0,не обнаружено
29.06.08,Сорняки,Амброзия,0,не обнаружено
29.06.08,Грибы,Кладоспориум,1529.5,концентрация ниже средней
29.06.08,Грибы,Альтернария,92,концентрация низкая
28.06.08,Лиственные деревья,Ольха,0,не обнаружено
28.06.08,Лиственные деревья,Орешник,0,не обнаружено
28.06.08,Лиственные деревья,Тополь,0,не обнаружено
28.06.08,Лиственные деревья,Береза,0,не обнаружено
28.06.08,Лиственные деревья,Клен,0,не обнаружено
28.06.08,Лиственные деревья,Вяз,0,не обнаружено
28.06.08,Лиственные деревья,Ясень,0,не обнаружено
28.06.08,Лиственные деревья,Ива,0,не обнаружено
28.06.08,Лиственные деревья,Дуб,0,не обнаружено
28.06.08,Лиственные деревья,Липа,0,не обнаружено
28.06.08,Хвойные деревья,Ель,0,не обнаружено
28.06.08,Хвойные деревья,Сосна,2.52,концентрация единичная
28.06.08,Злаки,Злаки,5.58,концентрация единичная
28.06.08,Сорняки,Маревые,0,не обнаружено
28.06.08,Сорняки,Подорожник,0,не обнаружено
28.06.08,Сорняки,Щавель,0,не обнаружено
28.06.08,Сорняки,Крапива,0,не обнаружено
28.06.08,Сорняки,Полынь,0,не обнаружено
28.06.08,Сорняки,Амброзия,0,не обнаружено
28.06.08,Грибы,Кладоспориум,1557.5,концентрация ниже средней
28.06.08,Грибы,Альтернария,69,концентрация низкая
27.06.08,Сорняки,Полынь,0,не обнаружено
27.06.08,Сорняки,Амброзия,0,не обнаружено
27.06.08,Грибы,Кладоспориум,3887,концентрация выше средней
27.06.08,Грибы,Альтернария,207,концентрация выше средней
27.06.08,Лиственные деревья,Ольха,0,не обнаружено
27.06.08,Лиственные деревья,Орешник,0,не обнаружено
27.06.08,Лиственные деревья,Тополь,0,не обнаружено
27.06.08,Лиственные деревья,Береза,0,не обнаружено
27.06.08,Лиственные деревья,Клен,0,не обнаружено
27.06.08,Лиственные деревья,Вяз,0,не обнаружено
27.06.08,Лиственные деревья,Ясень,0,не обнаружено
27.06.08,Лиственные деревья,Ива,0,не обнаружено
27.06.08,Лиственные деревья,Дуб,0,не обнаружено
27.06.08,Лиственные деревья,Липа,0,не обнаружено
27.06.08,Хвойные деревья,Ель,0,не обнаружено
27.06.08,Хвойные деревья,Сосна,2.52,концентрация единичная
27.06.08,Злаки,Злаки,3.36,концентрация единичная
27.06.08,Сорняки,Маревые,0,не обнаружено
27.06.08,Сорняки,Подорожник,0,не обнаружено
27.06.08,Сорняки,Щавель,0,не обнаружено
27.06.08,Сорняки,Крапива,0.84,концентрация единичная
26.06.08,Лиственные деревья,Ольха,0,не обнаружено
26.06.08,Лиственные деревья,Орешник,0,не обнаружено
26.06.08,Лиственные деревья,Тополь,0,не обнаружено
26.06.08,Лиственные деревья,Береза,0,не обнаружено
26.06.08,Лиственные деревья,Клен,0,не обнаружено
26.06.08,Лиственные деревья,Вяз,0,не обнаружено
26.06.08,Лиственные деревья,Ясень,0,не обнаружено
26.06.08,Лиственные деревья,Ива,0,не обнаружено
26.06.08,Лиственные деревья,Дуб,0,не обнаружено
26.06.08,Лиственные деревья,Липа,0,не обнаружено
26.06.08,Хвойные деревья,Ель,0,не обнаружено
26.06.08,Хвойные деревья,Сосна,1.68,концентрация единичная
26.06.08,Злаки,Злаки,1.68,концентрация единичная
26.06.08,Сорняки,Маревые,0,не обнаружено
26.06.08,Сорняки,Подорожник,0,не обнаружено
26.06.08,Сорняки,Щавель,0,не обнаружено
26.06.08,Сорняки,Крапива,2.52,концентрация единичная
26.06.08,Сорняки,Полынь,0,не обнаружено
26.06.08,Сорняки,Амброзия,0,не обнаружено
26.06.08,Грибы,Кладоспориум,1943.5,концентрация ниже среднего
26.06.08,Грибы,Альтернария,46,концентрация единичная
25.06.08,Лиственные деревья,Ольха,0,не обнаружено
25.06.08,Лиственные деревья,Орешник,0,не обнаружено
25.06.08,Лиственные деревья,Тополь,0,не обнаружено
25.06.08,Лиственные деревья,Береза,0.84,концентрация единичная
25.06.08,Лиственные деревья,Клен,0,не обнаружено
25.06.08,Лиственные деревья,Вяз,0,не обнаружено
25.06.08,Лиственные деревья,Ясень,0,не обнаружено
25.06.08,Лиственные деревья,Ива,0,не обнаружено
25.06.08,Лиственные деревья,Дуб,0,не обнаружено
25.06.08,Лиственные деревья,Липа,0,не обнаружено
25.06.08,Хвойные деревья,Ель,0,не обнаружено
25.06.08,Хвойные деревья,Сосна,2.52,концентрация единичная
25.06.08,Злаки,Злаки,0,не обнаружено
25.06.08,Сорняки,Маревые,0,не обнаружено
25.06.08,Сорняки,Подорожник,0,не обнаружено
25.06.08,Сорняки,Щавель,0,не обнаружено
25.06.08,Сорняки,Крапива,0.84,концентрация единичная
25.06.08,Сорняки,Полынь,0,не обнаружено
25.06.08,Сорняки,Амброзия,0,не обнаружено
25.06.08,Грибы,Кладоспориум,1253.5,концентрация низкая
25.06.08,Грибы,Альтернария,0,не обнаружено
24.06.08,Лиственные деревья,Ольха,0,не обнаружено
24.06.08,Лиственные деревья,Орешник,0,не обнаружено
24.06.08,Лиственные деревья,Тополь,0,не обнаружено
24.06.08,Лиственные деревья,Береза,0,не обнаружено
24.06.08,Лиственные деревья,Клен,0,не обнаружено
24.06.08,Лиственные деревья,Вяз,0,не обнаружено
24.06.08,Лиственные деревья,Ясень,0,не обнаружено
24.06.08,Лиственные деревья,Ива,0,не обнаружено
24.06.08,Лиственные деревья,Дуб,0,не обнаружено
24.06.08,Лиственные деревья,Липа,0,не обнаружено
24.06.08,Хвойные деревья,Ель,0,не обнаружено
24.06.08,Хвойные деревья,Сосна,7.56,концентрация единичгая
24.06.08,Злаки,Злаки,0,не обнаружено
24.06.08,Сорняки,Маревые,0,не обнаружено
24.06.08,Сорняки,Подорожник,0,не обнаружено
24.06.08,Сорняки,Щавель,0,не обнаружено
24.06.08,Сорняки,Крапива,2.52,концентрация единичная
24.06.08,Сорняки,Полынь,0,не обнаружено
24.06.08,Сорняки,Амброзия,0,не обнаружено
24.06.08,Грибы,Кладоспориум,5508.5,концентрация высокая
24.06.08,Грибы,Альтернария,57.5,концентрация единичная
23.06.08,Лиственные деревья,Ольха,0,не обнаружено
23.06.08,Лиственные деревья,Орешник,0,не обнаружено
23.06.08,Лиственные деревья,Тополь,0,не обнаружено
23.06.08,Лиственные деревья,Береза,0,не обнаружено
23.06.08,Лиственные деревья,Клен,0,не обнаружено
23.06.08,Лиственные деревья,Вяз,0,не обнаружено
23.06.08,Лиственные деревья,Ясень,0,не обнаружено
23.06.08,Лиственные деревья,Ива,0,не обнаружено
23.06.08,Лиственные деревья,Дуб,0,не обнаружено
23.06.08,Лиственные деревья,Липа,0,не обнаружено
23.06.08,Хвойные деревья,Ель,0,не обнаружено
23.06.08,Хвойные деревья,Сосна,18.48,концентрация низкая
23.06.08,Злаки,Злаки,0.84,концентрация единичная
23.06.08,Сорняки,Маревые,0,не обнаружено
23.06.08,Сорняки,Подорожник,0,не обнаружено
23.06.08,Сорняки,Щавель,0,не обнаружено
23.06.08,Сорняки,Крапива,0.84,концентрация единичная
23.06.08,Сорняки,Полынь,0,не обнаружено
23.06.08,Сорняки,Амброзия,0,не обнаружено
23.06.08,Грибы,Кладоспориум,3139.5,концентрация средняя
23.06.08,Грибы,Альтернария,11.5,концентрация единичная
22.06.08,Лиственные деревья,Ольха,0,не обнаружено
22.06.08,Лиственные деревья,Орешник,0,не обнаружено
22.06.08,Лиственные деревья,Тополь,0,не обнаружено
22.06.08,Лиственные деревья,Береза,0.84,концентрация единичная
22.06.08,Лиственные деревья,Клен,0,не обнаружено
22.06.08,Лиственные деревья,Вяз,0,не обнаружено
22.06.08,Лиственные деревья,Ясень,0,не обнаружено
22.06.08,Лиственные деревья,Ива,0,не обнаружено
22.06.08,Лиственные деревья,Дуб,0,не обнаружено
22.06.08,Лиственные деревья,Липа,0,не обнаружено
22.06.08,Хвойные деревья,Ель,0,не обнаружено
22.06.08,Хвойные деревья,Сосна,11.76,концентрация низкая
22.06.08,Злаки,Злаки,5.04,концентрация единичная
22.06.08,Сорняки,Маревые,0,не обнаружено
22.06.08,Сорняки,Подорожник,0,не обнаружено
22.06.08,Сорняки,Щавель,0,не обнаружено
22.06.08,Сорняки,Крапива,0.84,концентрация единичная
22.06.08,Сорняки,Полынь,0,не обнаружено
22.06.08,Сорняки,Амброзия,0,не обнаружено
22.06.08,Грибы,Кладоспориум,6325,концентрация высокая
22.06.08,Грибы,Альтернария,161,концентрация выше средней
21.06.08,Лиственные деревья,Ольха,0,не обнаружено
21.06.08,Лиственные деревья,Орешник,0,не обнаружено
21.06.08,Лиственные деревья,Тополь,0,не обнаружено
21.06.08,Лиственные деревья,Береза,0,не обнаружено
21.06.08,Лиственные деревья,Клен,0,не обнаружено
21.06.08,Лиственные деревья,Вяз,0,не обнаружено
21.06.08,Лиственные деревья,Ясень,0,не обнаружено
21.06.08,Лиственные деревья,Ива,0,не обнаружено
21.06.08,Лиственные деревья,Дуб,0,не обнаружено
21.06.08,Лиственные деревья,Липа,0,не обнаружено
21.06.08,Хвойные деревья,Ель,0,не обнаружено
21.06.08,Хвойные деревья,Сосна,9.24,концентрация единичная
21.06.08,Злаки,Злаки,2.52,концентрация единичная
21.06.08,Сорняки,Маревые,0,не обнаружено
21.06.08,Сорняки,Подорожник,0,не обнаружено
21.06.08,Сорняки,Щавель,0,не обнаружено
21.06.08,Сорняки,Крапива,0.84,концентрация единичная
21.06.08,Сорняки,Полынь,0,не обнаружено
21.06.08,Сорняки,Амброзия,0,не обнаружено
21.06.08,Грибы,Кладоспориум,6394,концентрация высокая
21.06.08,Грибы,Альтернария,92,концентрация ниже средней
20.06.08,Лиственные деревья,Ясень,0,не обнаружено
20.06.08,Лиственные деревья,Ива,0,не обнаружено
20.06.08,Лиственные деревья,Дуб,0,не обнаружено
20.06.08,Лиственные деревья,Липа,0,не обнаружено
20.06.08,Хвойные деревья,Ель,0,не обнаружено
20.06.08,Хвойные деревья,Сосна,1.68,концентрация единичная
20.06.08,Злаки,Злаки,0.84,концентрация единичная
20.06.08,Сорняки,Маревые,0,не обнаружено
20.06.08,Сорняки,Подорожник,0,не обнаружено
20.06.08,Лиственные деревья,Ольха,0,не обнаружено
20.06.08,Лиственные деревья,Орешник,0,не обнаружено
20.06.08,Лиственные деревья,Тополь,0,не обнаружено
20.06.08,Лиственные деревья,Береза,0,не обнаружено
20.06.08,Лиственные деревья,Клен,0,не обнаружено
20.06.08,Лиственные деревья,Вяз,0,не обнаружено
20.06.08,Сорняки,Щавель,0,не обнаружено
20.06.08,Сорняки,Крапива,0,не обнаружено
20.06.08,Сорняки,Полынь,0,не обнаружено
20.06.08,Сорняки,Амброзия,0,не обнаружено
20.06.08,Грибы,Кладоспориум,966,концентрация низкая
20.06.08,Грибы,Альтернария,11.5,концентрация единичная
19.06.08,Лиственные деревья,Ольха,0,не обнаружено
19.06.08,Лиственные деревья,Орешник,0,не обнаружено
19.06.08,Лиственные деревья,Тополь,0,не обнаружено
19.06.08,Лиственные деревья,Береза,2.52,концентрация единичная
19.06.08,Лиственные деревья,Клен,0,не обнаружено
19.06.08,Лиственные деревья,Вяз,0,не обнаружено
19.06.08,Лиственные деревья,Ясень,0,не обнаружено
19.06.08,Лиственные деревья,Ива,0,не обнаружено
19.06.08,Лиственные деревья,Дуб,0,не обнаружено
19.06.08,Лиственные деревья,Липа,0,не обнаружено
19.06.08,Хвойные деревья,Ель,0,не обнаружено
19.06.08,Хвойные деревья,Сосна,73.08,концентрация низкая
19.06.08,Злаки,Злаки,3.36,концентрация единичная
19.06.08,Сорняки,Маревые,0,не обнаружено
19.06.08,Сорняки,Подорожник,0,не обнаружено
19.06.08,Сорняки,Щавель,0,не обнаружено
19.06.08,Сорняки,Крапива,0,не обнаружено
19.06.08,Сорняки,Полынь,0,не обнаружено
19.06.08,Сорняки,Амброзия,0,не обнаружено
19.06.08,Грибы,Кладоспориум,2438,концентрация ниже средней
19.06.08,Грибы,Альтернария,103.5,концентрация ниже средней
18.06.08,Лиственные деревья,Ольха,0.84,концентрация единичная
18.06.08,Лиственные деревья,Орешник,0,не обнаружено
18.06.08,Лиственные деревья,Тополь,0,не обнаружено
18.06.08,Лиственные деревья,Береза,4.2,концентрация единичная
18.06.08,Лиственные деревья,Клен,0,не обнаружено
18.06.08,Лиственные деревья,Вяз,0,не обнаружено
18.06.08,Лиственные деревья,Ясень,0,не обнаружено
18.06.08,Лиственные деревья,Ива,0,не обнаружено
18.06.08,Лиственные деревья,Дуб,0,не обнаружено
18.06.08,Лиственные деревья,Липа,0,не обнаружено
18.06.08,Хвойные деревья,Ель,0,не обнаружено
18.06.08,Хвойные деревья,Сосна,26.04,концентрация низкая
18.06.08,Злаки,Злаки,1.68,концентрация единичная
18.06.08,Сорняки,Маревые,0,не обнаружено
18.06.08,Сорняки,Подорожник,0,не обнаружено
18.06.08,Сорняки,Щавель,0,не обнаружено
18.06.08,Сорняки,Крапива,0,не обнаружено
18.06.08,Сорняки,Полынь,0,не обнаружено
18.06.08,Сорняки,Амброзия,0,не обнаружено
18.06.08,Грибы,Кладоспориум,4002,концентрация выше средней
18.06.08,Грибы,Альтернария,57.5,концентрация низкая
17.06.08,Лиственные деревья,Ольха,0,не обнаружено
17.06.08,Лиственные деревья,Орешник,0,не обнаружено
17.06.08,Лиственные деревья,Тополь,0,не обнаружено
17.06.08,Лиственные деревья,Береза,0.84,концентрация единичная
17.06.08,Лиственные деревья,Клен,0,не обнаружено
17.06.08,Лиственные деревья,Вяз,0,не обнаружено
17.06.08,Лиственные деревья,Ясень,0,не обнаружено
17.06.08,Лиственные деревья,Ива,0,не обнаружено
17.06.08,Лиственные деревья,Дуб,0,не обнаружено
17.06.08,Лиственные деревья,Липа,0,не обнаружено
17.06.08,Хвойные деревья,Ель,0,не обнаружено
17.06.08,Хвойные деревья,Сосна,6.72,концентрация единичная
17.06.08,Злаки,Злаки,0,не обнаружено
17.06.08,Сорняки,Маревые,0,не обнаружено
17.06.08,Сорняки,Подорожник,0,не обнаружено
17.06.08,Сорняки,Щавель,0,не обнаружено
17.06.08,Сорняки,Крапива,0,не обнаружено
17.06.08,Сорняки,Полынь,0,не обнаружено
17.06.08,Сорняки,Амброзия,0,не обнаружено
17.06.08,Грибы,Кладоспориум,425,концентрация низкая
17.06.08,Грибы,Альтернария,11.5,концентрация единичная
16.06.08,Лиственные деревья,Ольха,0,не обнаружено
16.06.08,Лиственные деревья,Орешник,0,не обнаружено
16.06.08,Лиственные деревья,Тополь,0,не обнаружено
16.06.08,Лиственные деревья,Береза,0,не обнаружено
16.06.08,Лиственные деревья,Клен,0,не обнаружено
16.06.08,Лиственные деревья,Вяз,0,не обнаружено
16.06.08,Лиственные деревья,Ясень,0,не обнаружено
16.06.08,Лиственные деревья,Ива,0,не обнаружено
16.06.08,Лиственные деревья,Дуб,0,не обнаружено
16.06.08,Лиственные деревья,Липа,0,не обнаружено
16.06.08,Хвойные деревья,Ель,0,не обнаружено
16.06.08,Хвойные деревья,Сосна,10.08,концентрация единичная
16.06.08,Злаки,Злаки,0,не обнаружено
16.06.08,Сорняки,Маревые,0,не обнаружено
16.06.08,Сорняки,Подорожник,0,не обнаружено
16.06.08,Сорняки,Щавель,0,не обнаружено
16.06.08,Сорняки,Крапива,0,не обнаружено
16.06.08,Сорняки,Полынь,0,не обнаружено
16.06.08,Сорняки,Амброзия,0,не обнаружено
16.06.08,Грибы,Кладоспориум,563,концентрация низкая
16.06.08,Грибы,Альтернария,11.5,концентрация единичная
15.06.08,Лиственные деревья,Ольха,0,не обнаружено
15.06.08,Лиственные деревья,Орешник,0,не обнаружено
15.06.08,Лиственные деревья,Тополь,0,не обнаружено
15.06.08,Лиственные деревья,Береза,2.52,концентрация единичная
15.06.08,Лиственные деревья,Клен,0,не обнаружено
15.06.08,Лиственные деревья,Вяз,0,не обнаружено
15.06.08,Лиственные деревья,Ясень,0,не обнаружено
15.06.08,Лиственные деревья,Ива,0,не обнаружено
15.06.08,Лиственные деревья,Дуб,0,не обнаружено
15.06.08,Лиственные деревья,Липа,0,не обнаружено
15.06.08,Хвойные деревья,Ель,0,не обнаружено
15.06.08,Хвойные деревья,Сосна,275,концентрация средняя
15.06.08,Злаки,Злаки,0,не обнаружено
15.06.08,Сорняки,Маревые,0,не обнаружено
15.06.08,Сорняки,Подорожник,0,не обнаружено
15.06.08,Сорняки,Щавель,0,не обнаружено
15.06.08,Сорняки,Крапива,0,не обнаружено
15.06.08,Сорняки,Полынь,0,не обнаружено
15.06.08,Сорняки,Амброзия,0,не обнаружено
15.06.08,Грибы,Кладоспориум,2852,концентрация средняя
15.06.08,Грибы,Альтернария,264.5,концентрация высокая
14.06.08,Лиственные деревья,Ольха,0,не обнаружено
14.06.08,Лиственные деревья,Орешник,0,не обнаружено
14.06.08,Лиственные деревья,Тополь,0,не обнаружено
14.06.08,Лиственные деревья,Береза,0,не обнаружено
14.06.08,Лиственные деревья,Клен,0,не обнаружено
14.06.08,Лиственные деревья,Вяз,0,не обнаружено
14.06.08,Лиственные деревья,Ясень,0,не обнаружено
14.06.08,Лиственные деревья,Ива,0,не обнаружено
14.06.08,Лиственные деревья,Дуб,0,не обнаружено
14.06.08,Лиственные деревья,Липа,0,не обнаружено
14.06.08,Хвойные деревья,Ель,0,не обнаружено
14.06.08,Хвойные деревья,Сосна,176.4,концентрация ниже средней
14.06.08,Злаки,Злаки,0,не обнаружено
14.06.08,Сорняки,Маревые,0,не обнаружено
14.06.08,Сорняки,Подорожник,0,не обнаружено
14.06.08,Сорняки,Щавель,0,не обнаружено
14.06.08,Сорняки,Крапива,0,не обнаружено
14.06.08,Сорняки,Полынь,0,не обнаружено
14.06.08,Сорняки,Амброзия,0,не обнаружено
14.06.08,Грибы,Кладоспориум,6727.5,концентрация высокая
14.06.08,Грибы,Альтернария,92,концентрация ниже средней
13.06.08,Лиственные деревья,Ольха,0,не обнаружено
13.06.08,Лиственные деревья,Орешник,0,не обнаружено
13.06.08,Лиственные деревья,Тополь,0,не обнаружено
13.06.08,Лиственные деревья,Береза,2.52,концентрация единичная
13.06.08,Лиственные деревья,Клен,0,не обнаружено
13.06.08,Лиственные деревья,Вяз,0,не обнаружено
13.06.08,Лиственные деревья,Ясень,0,не обнаружено
13.06.08,Лиственные деревья,Ива,0,не обнаружено
13.06.08,Лиственные деревья,Дуб,0,не обнаружено
13.06.08,Лиственные деревья,Липа,0,не обнаружено
13.06.08,Хвойные деревья,Ель,0,не обнаружено
13.06.08,Хвойные деревья,Сосна,17.64,концентрация низкая
13.06.08,Злаки,Злаки,0,не обнаружено
13.06.08,Сорняки,Маревые,0,не обнаружено
13.06.08,Сорняки,Подорожник,0,не обнаружено
13.06.08,Сорняки,Щавель,0,не обнаружено
13.06.08,Сорняки,Крапива,0,не обнаружено
13.06.08,Сорняки,Полынь,0,не обнаружено
13.06.08,Сорняки,Амброзия,0,не обнаружено
13.06.08,Грибы,Кладоспориум,621,концентрация низкая
13.06.08,Грибы,Альтернария,23,концентрация единичная
12.06.08,Лиственные деревья,Ольха,0,не обнаружено
12.06.08,Лиственные деревья,Орешник,0,не обнаружено
12.06.08,Лиственные деревья,Тополь,0,не обнаружено
12.06.08,Лиственные деревья,Береза,5.04,концентрация единичная
12.06.08,Лиственные деревья,Клен,0,не обнаружено
12.06.08,Лиственные деревья,Вяз,0,не обнаружено
12.06.08,Лиственные деревья,Ясень,0,не обнаружено
12.06.08,Лиственные деревья,Ива,0.84,концентрация единичная
12.06.08,Лиственные деревья,Дуб,0,не обнаружено
12.06.08,Лиственные деревья,Липа,0,не обнаружено
12.06.08,Хвойные деревья,Ель,0,не обнаружено
12.06.08,Хвойные деревья,Сосна,234.36,концентрация ниже средней
12.06.08,Злаки,Злаки,0,не обнаружено
12.06.08,Сорняки,Маревые,0,не обнаружено
12.06.08,Сорняки,Подорожник,0,не обнаружено
12.06.08,Сорняки,Щавель,0,не обнаружено
12.06.08,Сорняки,Крапива,0,не обнаружено
12.06.08,Сорняки,Полынь,0,не обнаружено
12.06.08,Сорняки,Амброзия,0,не обнаружено
12.06.08,Грибы,Кладоспориум,322,концентрация низкая
12.06.08,Грибы,Альтернария,57.5,концентрация низкая
11.06.08,Лиственные деревья,Ольха,2.52,концентрация единичная
11.06.08,Лиственные деревья,Орешник,0,не обнаружено
11.06.08,Лиственные деревья,Тополь,0,не обнаружено
11.06.08,Лиственные деревья,Береза,8.4,концентрация единичная
11.06.08,Лиственные деревья,Клен,0,не обнаружено
11.06.08,Лиственные деревья,Вяз,0,не обнаружено
11.06.08,Лиственные деревья,Ясень,0,не обнаружено
11.06.08,Лиственные деревья,Ива,0,не обнаружено
11.06.08,Лиственные деревья,Дуб,0,не обнаружено
11.06.08,Лиственные деревья,Липа,0,не обнаружено
11.06.08,Хвойные деревья,Ель,0,не обнаружено
11.06.08,Хвойные деревья,Сосна,576.2,концентрация выше средней
11.06.08,Злаки,Злаки,0,не обнаружено
11.06.08,Сорняки,Маревые,0,не обнаружено
11.06.08,Сорняки,Подорожник,0,не обнаружено
11.06.08,Сорняки,Щавель,0,не обнаружено
11.06.08,Сорняки,Крапива,0,не обнаружено
11.06.08,Сорняки,Полынь,0,не обнаружено
11.06.08,Сорняки,Амброзия,0,не обнаружено
11.06.08,Грибы,Кладоспориум,414,концентрация низкая
11.06.08,Грибы,Альтернария,46,концентрация низкая
10.06.08,Лиственные деревья,Ольха,0,не обнаружено
10.06.08,Лиственные деревья,Орешник,0,не обнаружено
10.06.08,Лиственные деревья,Тополь,0,не обнаружено
10.06.08,Лиственные деревья,Береза,8.4,концентрация единичная
10.06.08,Лиственные деревья,Клен,0,не обнаружено
10.06.08,Лиственные деревья,Вяз,0,не обнаружено
10.06.08,Лиственные деревья,Ясень,0,не обнаружено
10.06.08,Лиственные деревья,Ива,0,не обнаружено
10.06.08,Лиственные деревья,Дуб,0,не обнаружено
10.06.08,Лиственные деревья,Липа,0,не обнаружено
10.06.08,Хвойные деревья,Ель,0,не обнаружено
10.06.08,Хвойные деревья,Сосна,531.72,концентрация средняя
10.06.08,Злаки,Злаки,0,не обнаружено
10.06.08,Сорняки,Маревые,0,не обнаружено
10.06.08,Сорняки,Подорожник,0,не обнаружено
10.06.08,Сорняки,Щавель,0,не обнаружено
10.06.08,Сорняки,Крапива,0,не обнаружено
10.06.08,Сорняки,Полынь,0,не обнаружено
10.06.08,Сорняки,Амброзия,0,не обнаружено
10.06.08,Грибы,Кладоспориум,379.5,концентрация низкая
10.06.08,Грибы,Альтернария,0,не обнаружено
09.06.08,Лиственные деревья,Ольха,0,не обнаружено
09.06.08,Лиственные деревья,Орешник,0,не обнаружено
09.06.08,Лиственные деревья,Тополь,0,не обнаружено
09.06.08,Лиственные деревья,Береза,3.4,концентрация единичная
09.06.08,Лиственные деревья,Клен,0,не обнаружено
09.06.08,Лиственные деревья,Вяз,0,не обнаружено
09.06.08,Лиственные деревья,Ясень,0,не обнаружено
09.06.08,Лиственные деревья,Ива,0,не обнаружено
09.06.08,Лиственные деревья,Дуб,0,не обнаружено
09.06.08,Лиственные деревья,Липа,0,не обнаружено
09.06.08,Хвойные деревья,Ель,0.84,концентрация единичная
09.06.08,Хвойные деревья,Сосна,392.28,концентрация ниже средней
09.06.08,Злаки,Злаки,0,не обнаружено
09.06.08,Сорняки,Маревые,0,не обнаружено
09.06.08,Сорняки,Подорожник,0,не обнаружено
09.06.08,Сорняки,Щавель,0,не обнаружено
09.06.08,Сорняки,Крапива,0,не обнаружено
09.06.08,Сорняки,Полынь,0,не обнаружено
09.06.08,Сорняки,Амброзия,0,не обнаружено
09.06.08,Грибы,Кладоспориум,1150,концентрация низкая
09.06.08,Грибы,Альтернария,23,концентрация единичная
08.06.08,Лиственные деревья,Ольха,0.84,концентрация единичная
08.06.08,Лиственные деревья,Орешник,0,не обнаружено
08.06.08,Лиственные деревья,Тополь,0,не обнаружено
08.06.08,Лиственные деревья,Береза,10.8,концентрация единичная
08.06.08,Лиственные деревья,Клен,0,не обнаружено
08.06.08,Лиственные деревья,Вяз,0,не обнаружено
08.06.08,Лиственные деревья,Ясень,0,не обнаружено
08.06.08,Лиственные деревья,Ива,0.84,концентрация единичная
